int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
180204017,-1,"","mob030010101",0,0,0,"","","fn08","",0,0,"F01",0,0,-20.099,0.272,-71.97,263.629,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204018,-1,"","mob030010101",0,0,0,"","","fn02","",0,0,"F01",0,0,-9.733,0.27,-71.909,9.311,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204019,-1,"","npc105ha010101",0,0,0,"","","e548","",0,0,"F01",0,0,-10.83,0,-60.257,106.888,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204020,-1,"","mob030010101",0,0,0,"","","fn13","",0,0,"F01",0,0,-3.72,0,-73.749,193.15,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204021,-1,"","mob030010101",0,0,0,"","","fn01","",0,0,"F01",0,0,3.298,-0.001,-74.158,475.351,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204022,-1,"","mob030010101",0,0,0,"","","fn08","",0,0,"F01",0,0,-3.001,-0.001,-65.606,646.902,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204023,-1,"","mob030010101",0,0,0,"","","fn06","",0,0,"F01",0,0,6.714,0,-59.627,177.818,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204024,-1,"","mob030010101",0,0,0,"","","fn12","",0,0,"F01",0,0,5.458,0,-60.83,37.042,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204025,-1,"","mob030010101",0,0,0,"","","fn11","",0,0,"F01",0,0,-4.27,0,-47.488,357.428,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204026,-1,"","mob030010101",0,0,0,"","","fn02","",0,0,"F01",0,0,-7.15,0,-50.901,100.418,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204027,99,"","mob030010101",0,0,0,"","","fn12","",0,0,"F01",0,0,0.457,-0.001,-56.031,297.51,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204028,99,"","mob030010101",0,0,0,"","","fn02","",0,0,"F01",0,0,1.054,-0.001,-53.316,270.866,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204029,-1,"","npc105ga010101",0,0,0,"","","e008","",0,0,"F01",0,0,5.173,-0.001,-54.85,56.981,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204030,-1,"","mob035010101",0,0,0,"","","fn02","",0,0,"F01",0,0,4.645,0,-62.414,75.051,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204031,-1,"","mob030010101",0,0,0,"","","fn12","",0,0,"F01",0,0,6.582,-0.001,-54.106,-109.757,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204032,-1,"","mob035010101",0,0,0,"","","fn09","",0,0,"F01",0,0,-5.638,0,-62.829,126.018,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204033,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,-1.514,12.054,86.919,-179.947,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_17",1,0,true,-1,"","","","","",""
180204034,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,-1.736,17.23,39.666,-179.443,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_17",1,0,true,-1,"","","","","",""
180204035,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,-3.421,25.732,-20.318,-172.798,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_17",1,0,true,-1,"","","","","",""
180204036,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,9.279,8.5,105.262,-107.932,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_18",1,0,true,-1,"","","","","",""
180204037,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,2.102,8.5,65.286,-179.551,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_18",1,0,true,-1,"","","","","",""
180204038,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,2.703,9.689,0.46,-179.551,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_18",1,0,true,-1,"","","","","",""
180204039,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,7.607,26.753,-32.742,115.841,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_18",1,0,true,-1,"","","","","",""
180204040,-1,"","chr367",0,0,0,"","","br01","",0,0,"F01",0,0,53.431,29.627,-5.461,-9.661,0,0,1,1,0,0,0,0,-1,1,1,"","飛行デジモン速度20","rail_move_18",1,0,true,-1,"","","","","",""
180204041,-1,"","mob035010101",0,0,0,"","","fn04","",0,0,"F01",0,0,-6.057,0.052,-54.16,87.593,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204042,-1,"","mob035010101",0,0,0,"","","fn23","",0,0,"F01",0,0,-5.719,0.052,-51.836,83.211,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
180204043,-1,"","npc105ha010101",0,0,0,"","","e549","",0,0,"F01",0,0,-16.086,0,-62.711,-80.571,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204044,-1,"","npc105ha010101",0,0,0,"","","e549","",0,0,"F01",0,0,-18.682,0.245,-34.373,-154.98,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204045,-1,"","mob030010101",0,0,0,"","","fn03","",0,0,"F01",0,0,-18.724,0.267,-33.405,-162.133,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204046,-1,"","mob030010101",0,0,0,"","","fn06","",0,0,"F01",0,0,-16.39,0,-63.975,-45.702,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204047,-1,"Mob_010","mob030010101",0,0,0,"","","fn02","",0,0,"F01",0,0,4.516,0,-39.113,180,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
180204048,-1,"Mob_010","mob030010101",0,0,0,"","","fn02","",0,0,"F01",0,0,0.405,0,-73.872,0,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"1","","","","",""
