string2 0,empty 1,empty 2,empty 3,string2 4,bool 5,bool 6,bool 7,bool 8,bool 9,bool 10,bool 11,bool 12,int32 13,int32 14,int32 15,int32 16,int32 17,int32 18,empty 19,int32 20,int32 21,string2 22,string2 23,string2 24,string2 25,string2 26,string2 27
"pen_001",,,,"char_PENMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"ikka_001",,,,"char_IKKAKUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"yuki_001",,,,"char_YUKIDARUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"moja_001",,,,"char_MOJYAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"viki_001",,,,"char_VIKEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"mete_001",,,,"char_METALETEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"raidora_001",,,,"char_LIGHDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"horus_001",,,,"char_HOLSMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"piko_001",,,,"char_PICODEVIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"devi_001",,,,"char_DEVIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"vande_001",,,,"char_VAMDEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"ldevi_001",,,,"char_LADYDEVIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"asta_001",,,,"char_ASTAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"skuba_001",,,,"char_SKULLBALUCHIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"demon_001",,,,"char_DEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"pie_001",,,,"char_PIEDMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"kelbi_001",,,,"char_KERPYMON_BAD",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"aruda_001",,,,"char_ALDAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"doru_001",,,,"char_DORUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"giru_001",,,,"char_GUILMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"elec_001",,,,"char_ELECMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"chu_001",,,,"char_TYUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"imp_001",,,,"char_IMPMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"nume_001",,,,"char_NUMEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"geogra_001",,,,"char_GEOGREYMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"gabe_001",,,,"char_GERBEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"deta_001",,,,"char_DIGITAMAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"monza_001",,,,"char_MONZAEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"hack_001",,,,"char_HACKMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"graw_001",,,,"char_GROWMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"paid_001",,,,"char_PAILDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"banleo_001",,,,"char_BANCHOLEOMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"ganku_001",,,,"char_GANKOOMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"guraleo_001",,,,"char_GRAPLEOMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"belsta_001",,,,"char_BEELSTARMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"supsta_001",,,,"char_SUPERSTARMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"migao_001",,,,"char_MIRAGEGAOGAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"kure_001",,,,"char_CRANIAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"mdora_001",,,,"char_MEGADRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"cydora_001",,,,"char_CYBERDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"mgra_001",,,,"char_METALGREYMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"aero_001",,,,"char_AEROVEEDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"rapi_001",,,,"char_RAPIDMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"rave_001",,,,"char_RAVEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"justi_001",,,,"char_JUSTIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"lasty_001",,,,"char_RUSTTYRANOMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"chaos_001",,,,"char_CHAOSMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
"ruche_001",,,,"char_LUCEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,0,"","","","","",""
