string2 0,string 1
"7034","{fc9Gryphonmon} joined the party."
"7035","{fc9Venusmon} joined the party."
"7036","{fc9Tsunomon} and {fc9Dorimon} joined the party."
"7037","{fc9Stolen Part x 1} has been recovered. Note: Not used."
"7038","{fc9BlackGatomon} joined the party."
"7039","{fc9Gekomon} joined the party."
"7040","{fc9Kokuwamon A} joined the party."
"7041","{fc9Dr. Simmons and company} joined the party."
"7042","{fc9Dr. Simmons and company} left the party."
"7043","{fc9Vulcanusmon} joined the party."
"7044","{fc9Vulcanusmon} left the party."
"7045","{fc9Special Battery} has been retrieved."
"7046","{fc9Special Battery B} has been retrieved."
"7047","{fc9Pumpkinmon} joined the party."
"7048","{fc9GrapLeomon} joined the party."
"7049","{fc9The Greatest ONMI Carnival} is now underway
at the Paradise Colosseum!"
"7050","{fc9Shurimon} joined the party."
"7051","{fc9Nefertimon} joined the party."
"7052","{fc9Lighdramon} joined the party."
"7053","{fc9Rapidmon (Armor)} joined the party."
"7054","{fc9Flamedramon} joined the party."
"7055","You got {fc9Suit Material}."
"7056","Obtained {fc9Jogmon Ultimate Card Game: Starter Set}."
"7057","{fc9Bacchusmon} joined the party."
"7058","{fc9Neptunemon} joined the party."
"7059","{fc9Neptunemon} left the party."
"8000","Paid {fc9{n0} YEN}."
"9000","Press the button you want to assign to the selected action."
"9001","Press the button you want to assign to the selected action.
Cancel and return to the previous screen using the Esc key."
"9002","Some controls have not been set.
Please ensure that all controls have been configured."
"10000","{fc9{d0}} joined the party."
"10001","Obtained {fc9Mysterious Device (Red)}."
"10002","Obtained {fc9Mysterious Device (Gold)}."
"10003","Obtained {fc9Mysterious Device (Blue)}."
"10004","Obtained {fc9Mysterious Device (White)}."
"10005","Obtained {fc9Mysterious Device (Black)}."
"10006","This message has been locked.
{fc9Unlock Condition: Avoid receiving a single preemptive attack from the enemy.}"
"10007","This message has been locked.
{fc9Unlock Condition: Reach the goal without hitting a single enemy or obstacle.}"
"10008","This message has been locked.
{fc9Unlock Condition: Use DigiAttack to defeat enemies in a single blow 10+ times.}"
"10009","This message has been locked.
{fc9Unlock Condition: Defeat all enemies using only DigiAttacks.}"
"10010","This message has been locked.
{fc9Unlock Condition: Collect 10+ Marks of Mastery.}"
"10011","This message has been locked.
{fc9Unlock Condition: Collect 20+ Marks of Mastery.}"
"10012","This message has been locked.
{fc9Unlock Condition: Collect 30+ Marks of Mastery.}"
"10013","This message has been locked.
{fc9Unlock Condition: Collect 40+ Marks of Mastery.}"
"10020","Message unlocked.
Now playing..."
"10021","The {fc9Vade Pass} exploded with a loud bang."
"10050","Unable to accommodate more guest members.
This mission cannot be advanced any further."
"10100","You received {fc9one of each type} of {fc9Augment Chip I}."
"10110100","You received {fc9HP Capsule I x5}."
"10350100","You can now use the Special Skill {fc9Stun Beat Blow}."
"11800100","Items cannot be used due to Iliad Temple's Sealing Spell."
"1101040040","{player} sprinkled Flower Extract on Tanemon's head!"
"1103010100","Stamp Card obtained!"
"1103060020","{player} handed over the Stamp Card to Mummymon!"
"1108030040","{player} pounded the wall as hard as possible!"
"1108030050","...Looks like it had no effect."
"1109020030","Handed over Common Wood x20 to PrinceMamemon!"
"1110020030","Handed over Sturdy Steel Plate x20 to PrinceMamemon!"
"1124090170","100,000 YEN was returned!"
"info_message_nickname","Please enter the Digimon's nickname."
"info_message_reinforcement_01","Unable to select any more material Digimon.
The enhancement limit for this Digimon has been reached."
"info_message_reinforcement_02","Skill Disc obtained."
"info_message_reinforcement_03","Guest members cannot be enhanced."
"info_message_reinforcement_04","Unable to enhance.
No Digimon available to use as enhancement material."
"info_message_conversion_01","*Unused"
"info_message_conversion_02","Unable to select this Digimon.
This would remove all battle members from your party."
"info_message_conversion_03","Money obtained."
"info_message_xartsset_01","You must progress further in the story to unlock
Cross Arts."
"info_message_setup_01","Can't move. Your box is full."
"info_message_digimoncard_deck_01","You must progress further in the story to unlock
Cards."
"info_message_battle_change_01","Can't replace. You would no longer have any Digimon who can fight."
"info_message_hazama_d_0010","The conditions to take on this Outer Dungeon challenge
have not been fulfilled."
"info_message_playername","Inscribe thy name, and thou shalt be reborn into the world below...

<{fc9{d0} Yuki}>"
"info_message_playername_option","Please enter the protagonist's name.

<{fc9{d0} Yuki}>"
"info_message_item_skilldisc_0010","This Skill Disc is equipped to all Digimon. Remove it
from an equipped Digimon with Skill Disc Controls to
equip it to another Digimon."
"info_message_item_equipment_0010","This equipment is equipped to all Digimon. Remove it
from an equipped Digimon with Equipment Controls
to equip it to another Digimon."
"info_message_digifarm_0010","Guest members cannot be moved to the Digifarm."
"info_message_digifarm_0020","You can't move any more Digimon to the Digifarm without first
reducing the number of Digimon who have already been moved."
"info_message_digifarm_0030","You do not have enough YEN for a Quick Complete."
"info_message_digifarm_0040","A Digimon must be placed as a battle member.
This Digimon cannot be moved."
"info_message_digifarm_0050","No food can be given during training."
"info_message_kizunaskill_01","You must progress further in the story to unlock
Agent Skills."
"info_message_kizunaskill_02","You have unlocked {fc9Cross Arts} in battle."
"info_message_kizunaskill_03","You have reached Agent Rank{fc9 {d0}}.

{fc15Tip: Check the Digivolution menu to see if there are
any new Digivolution options for your Digimon.}"
"info_message_ngword","Contains an inappropriate word."
"info_message_gamemode_01","The new game modes ""{fc9Mega}"" and ""{fc9Mega +}"" have been unlocked.

These modes are recommended for those looking for a higher-difficulty experience."
"info_message_lockmenu_01","You must progress further in the story to unlock
Digivolution."
"info_message_lockmenu_02","You must progress further in the story to unlock
Load Enhancements."
"info_message_lockmenu_03","You must progress further in the story to unlock
Return to Data."
"info_message_lockmenu_10","You must progress further in the story to unlock
this function."
"info_message_personality_skill","{fc9{d0}} has learned a new Personality Skill!"
"info_message_mission_01","This mission cannot currently be advanced.
Please progress further in your Main Mission
first."
"info_message_title_clear","{fc9New Game Plus} unlocked!

You can now play the game again from the beginning using your current data.
In addition, the higher difficulty levels {fc9Mega} and {fc9Mega +} are now available."
"90000","Game data is being installed. Please wait
until installation is complete."
"info_message_unequip_01","Removed skill discs and equipment from box
farm members."
"info_message_save_error_01","Not enough free space to save data.
Please free up some space and try again."
"info_message_save_error_02","Not enough free space to save data.
Please free up some space and try again."
"info_message_save_error_03","The save data of other users cannot be
overwritten."
"info_message_save_error_04","An unknown error has occurred."
"info_message_save_error_05","The game cannot be started due to
insufficient free space for auto save. Please
free up some space and try again."
"info_message_save_error_06","The save data list is corrupted."
"info_message_load_error_01","The save data is corrupted."
"info_message_load_error_02","The save data of other users cannot be
loaded."
"info_message_load_error_03","An unknown error has occurred."
"info_message_item_tp","Received{fc9 {d1}} {fc13{d0}Anomaly Points}."
"info_message_setup_error",""
"info_message_reinforcement_error","No Digimon that fit the criteria for Auto-Select available.

{fc9Note: Only Digimon at Lv. 1 with no cumulative bonuses will be selected.}"
"info_message_reinforcement_none","Unable to Auto-Select. Max level reached."
"info_message_training_01","[Training Results]
{d0} {n0} → {fc7 {n1}}

Personality has changed from {d7} to {d8}!"
"info_message_training_02","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}

Personality has changed from {d7} to {d8}!"
"info_message_training_03","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}

Personality has changed from {d7} to {d8}!"
"info_message_training_04","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}

Personality has changed from {d7} to {d8}!"
"info_message_training_05","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}

Personality has changed from {d7} to {d8}!"
"info_message_training_06","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}
{d5} {n10} → {fc7 {n11}}

Personality has changed from {d7} to {d8}!"
"info_message_training_07","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}
{d5} {n10} → {fc7 {n11}}
{d6} {n12} → {fc7 {n13}}

Personality has changed from {d7} to {d8}!"
"info_message_training_11","[Training Results]
{d0} {n0} → {fc7 {n1}}

Personality has moved in the {d9} direction."
"info_message_training_12","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}

Personality has moved in the {d9} direction."
"info_message_training_13","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}

Personality has moved in the {d9} direction."
"info_message_training_14","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}

Personality has moved in the {d9} direction."
"info_message_training_15","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}

Personality has moved in the {d9} direction."
"info_message_training_16","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}
{d5} {n10} → {fc7 {n11}}

Personality has moved in the {d9} direction."
"info_message_training_17","[Training Results]
{d0} {n0} → {fc7 {n1}}
{d1} {n2} → {fc7 {n3}}
{d2} {n4} → {fc7 {n5}}
{d3} {n6} → {fc7 {n7}}
{d4} {n8} → {fc7 {n9}}
{d5} {n10} → {fc7 {n11}}
{d6} {n12} → {fc7 {n13}}

Personality has moved in the {d9} direction."
"info_message_training_18","[Training Results]
{d0} {n0} → {fc7 {n1}}"
"info_message_dlc_detection",""
"info_message_dlc_itempack_01","Received the following items."
"info_message_dlc_itempack_02","Received the following Digimon."
"info_message_dlc_itempack_03","Received the following Digimon and items."
"info_message_dlc_itempack_04","Unable to receive any Digimon or items due to
having reached the maximum inventory capacity."
"info_message_dlc_disable","{pf(Add-ons/Add-ons/Downloadable content/Downloadable content)} could not be found stored in the save data.
Please download or purchase the following content again.

{fc9{d0}}

*If the download is in progress, please wait for it to be completed."
"info_message_dlc_disable_01","{pf(Add-ons/Add-ons/Downloadable content/Downloadable content)} could not be found stored in the save data.

Returning to the title screen."
"info_message_dlc_disable_02","Downloadable content license has been lost.
Returning to the title screen."
"info_message_dlc_unknown","***********"
"info_message_dlc_01","{fc9Additional Digimon & Episode Pack 1} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater."
"info_message_dlc_02","{fc9Additional Digimon & Episode Pack 2} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater."
"info_message_dlc_03","{fc9Additional Digimon & Episode Pack 3} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater."
"info_message_dlc_05","{fc9Digifarm Item ""Golden Moai""} is now available.

You can obtain this item by navigating to
Item > Item Packs on your Digivice."
"info_message_dlc_06","{fc9Special Agumon that can Digivolve into Agumon (Bond of Bravery) &
Special Gabumon that can Digivolve into Gabumon (Bond of Friendship)}
are now available.

You can obtain these Digimon by navigating to
Item > Item Packs on your Digivice."
"info_message_dlc_07","{fc9Costume ""Public Safety Suit"" & Special Supply Set} are now available.

You can change into this costume by navigating to
Agent > Costumes on your Digivice.

You can obtain these items by navigating to
Item > Item Packs on your Digivice."
"info_message_dlc_08","{fc9Cyber Sleuth BGM Pack} is now available.

You can change to this music by navigating to
System > Music Settings on your Digivice."
"info_message_dlc_09","{fc9Digimon Anime Song Pack} is now available.

You can change to this music by navigating to
System > Music Settings on your Digivice."
"info_message_dlc_10","{fc9Outer Dungeons ""The Halls of EXP, Gold, & Materials""} 
are now available.

To play this new content, talk to Mirei in the In-Between Theater."
"info_message_dlc_12","{fc9Costume Set ""Cyber Sleuth""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice."
"info_message_dlc_13","{fc9Costume Set ""Swimwear""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice."
"info_message_dlc_14","{fc9Costume Set ""Chosen Children""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice."
"info_message_dlc_15","{fc9Costume Set ""Digimon Costumes""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice."
"info_message_dlc_17","{fc9Agumon (Black) & Gabumon (Black)}, 
{fc9Costume ""Uniform of a Certain School""} and
{fc9Adventure Item Set} are now available.

You can change into this costume by navigating to
Agent > Costumes on your Digivice.

You can obtain these items by navigating to
Item > Item Packs on your Digivice."
"info_message_dlc_18","Digimon Story Time Stranger Pre-Order Bonus Pack
{fc9Costume ""Uniform of a Certain School""} is now available.

You can change into this costume by navigating to
Agent > Costumes on your Digivice."
"info_message_dlc_19","Digimon Story Time Stranger Pre-Order Bonus Pack
{fc9Adventure Item Set} is now available.

You can obtain these items by navigating to
Item > Item Packs on your Digivice."
"info_message_dlc_21","{fc9Training Item Set} is now available.

You can obtain these items by navigating to
Item > Item Packs on your Digivice."
"info_message_transfer_01","Your save data has been successfully imported.

If you wish to continue your game from the demo version,
select Continue from the title screen."
"info_message_demo_01","This feature is not available in the demo version."
"info_message_demo_02","You can import your save data from the demo version
into the retail version of the game."
"info_message_demo_03","This mode lets you experience an adventure in Central Town,
located at the heart of the Digital World of Iliad.

This mode is available once you have completed the
Digimon Story: The Time Stranger Demo."
"info_message_demo_04","You can now play ""Central Town - Adventure Trial"" by
selecting it from the title screen.

Enjoy the unique features offered by the retail version
of the game, including collecting, raising, and battling
Digimon, as well as exploring the Digital World."
"info_message_demo_05","This mode lets you experience an adventure in Central Town, 
located in the middle of the Digital World of Iliad, as well as 
collect, raise and battle Digimon and explore the Digital World.

{fc9This mode has no save function and the data cannot be imported into the retail version.}"
"info_message_demo_06","You are attempting to overwrite save data that can be
imported into the retail version of the game with your
""Central Town - Adventure Trial"" save data.

Please save your data to another slot, or if there are
no free slots available, try deleting other data in order
to free up space."
"info_message_demo_07","This concludes the demo version.

Note: You can import your demo version save data
into the retail version of the game."
"20010","If you proceed, any ongoing side mission progress will be halted.

Be sure to first complete any ongoing side missions.
Note: {fc9Go to Digivice > Missions} for mission details."
"20020","If you head to the Guardian Palace, any ongoing side mission
progress will be halted.

Be sure to first complete any ongoing side missions.
Note: {fc9Go to Digivice > Missions} for mission details."
