string2 0,string 1
"103","I got a tip about something sus going on! Something
about phase electron lifeform sightings... The tip sounds
kinda sus, too. I'll give you the deets at the office!"
"104","I encountered an unidentified flying object in 
Akihabara. Can you lend me a hand? I'll be waiting at 
the Electric Town South Exit."
"105","Here I am at Central Tower, yet LordKnightmon is 
nowhere to be found. Most worrisome..."
"106","Dynasmon and LordKnightmon are having an argument in 
Central Tower and the noise is driving me mad. Would 
you try speaking to them?"
"108","I can hardly believe that no one found me... Well, I
suppose there is a first time for everything. And here I
came all this way to Central Tower!"
"109","I was just relaxing in the Shaded Woods, and then 
this really strong-looking guy showed up!"
"111","Ugh, boooooring. Where the heck has
Jesmon wandered off to? Didn't I say
to meet at the Paradise Colosseum?"
"112","I am in line at Yaro-kei Ramen in Akihabara, but I cannot
order since they keep saying that I am guilty..."
"113","My friend is in a real fix! Come see
me in the back alley in Akihabara! Ya
know the one!"
"114","We have some new jobs in! Come check them out every now and again!"
"116","That kid is still there. Maybe he's curious about Aegiomon."
"117","Card Battles"
"146","Another person has taken leave. We're severely lacking
manpower. The next site is the Electric Town South Exit...
Can someone give me an energy drink?"
"147","I heard a cosplayer went missing in Shinjuku Park. I
wanna investigate, so let's meet up at the Waterfall
Plaza."
"148","There are a few Digimon that are really afraid of 
humans. Come to the warehouse in Central Town and 
I'll tell you all about it."
"150","I came all the way to Abyss Beach and no one is here... 
I wanna have fun with everyone in the ocean."
"149","Can you come here quick? I got a super creepy Digiline. 
I'll be waiting for you at Vision Square in Higashi-Shinjuku!"
"151","I must be brave and try harder, too! Please, lend me your support!"
"152","There's something I want to do and I need your help. 
I'll be waiting for you in downtown Central Town."
"153","Come to the Tokyo Metropolitan Government Building! It looks like there are some really tough customers hanging around!"
"154","I believe I've learned why my body has been unstable."
"155","It is high time we accepted how strong you are... which is also why we have a request."
"156","This strange letter arrived at Inori's pop's office and 
I'm not sure what to do. Anyone got any advice?"
"157","A frustrating obstacle has reared its head. I'm going to need Digimon for this, so can you come by the Last Village?"
"158","The public safety woman is saying she can't fight with her current gear. I'm tied up here at the moment, so can someone go see what she needs?"
"159","What does ""the Twentiest"" even mean...? I don't know 
what to do. Here I am, stuck in a back alley in Shinjuku..."
"160","Sure, I've gotten stronger. But now that Big Bro is... 
What should we do with the Paradise Colosseum?"
"161","Heeey! How 'bout lettin' us out like ya did Minervamon?!"
"162","The time has come to see which is the true Card King. 
I await you at the Electric Town South Exit of Akihabara
Station."
"163","I'm detecting disturbances all over the world. Is this... the power to return all to nothingness?!"
"164","I'm detecting disturbances all over the world. Is this... the power to control time?!"
"165","I'm detecting disturbances all over the world. Is this... almighty power?!"
"166","I'm detecting disturbances all over the world. Is this... the ultimate fused form?!"
"167","I need to tell you about something that's been 
bothering me... I can only share it with you. I'll be 
waiting at my house downtown!"
"168","I'm collecting unwanted batteries and parts. You can find me on the top level of the Factorial Area."
"169","I got a tip about a missing person case. Could you 
come by the office and give me a hand?"
"170","There's someone I want you to meet. We're at the 
office, so drop by when you have time."
"171","I found a picture of me back in high school. Come join 
me for a reminiscing session. I'll be waiting for you at
the office."
"172","It's strange that Sharkmon backed down so easily. 
Why don't we investigate the ocean floor? I'll be
waiting for you in the Abyss Depths."
"173","Not a single customer here can appreciate my cuteness. 
Someone come and heal my weary spirit at the Warrior's 
Watering Hole!"
"176","I have a somewhat troublesome matter on my hands. 
I would like you to stop by the tavern when you are 
in Central Town."
"177",""
"178","The three hosts have something they'd like to convey to
you. Please come to the VIP room of the In-Between
Theater."
"179","Man, what a fix. Somebody's holed up in the restroom
and they won't come out. They keep muttering about
some captain and a weapon of some kind, too..."
"180","Spread the word! There's not only one but TWO 
unbelievably high-quality cosplayers! Come see them 
at the Electric Town South Exit!"
"181",""
"182",""
"183","The fog is so bad, I can't get any deeper into the forest. 
I got scared and came back to the village..."
"184",""
"200","Such weird dreams, but they seem so real... like I'm 
actually there. Digimon show up in them, too. Could 
be my next big scoop! Hehe. I'll make a note of it 
next time it happens!"
"201","My man! I'm begging ya. Collect my souls in Shinjuku 
back in 2020! I can't be the King of Digimon without 'em!"
"202","Kuramon are running amok in the present-day Material
World. Use your abilities to take them out. They are
rather rabid, though, so do be careful."
"208","Even Susanomon has become enamored of this world.
Please defeat him in the Paradise Colosseum and remind
him of his true task."
"211","We've recovered most of our strength. Head on over 
to Central Tower as soon as you can. We'll be waiting 
for you!"
"215","I've found another occurrence of abnormal space. 
I'd like you to investigate. I'll be waiting at the
In-Between Theater."
"216","I picked up a reading unlike anything I've ever seen 
before. Come to the In-Between Theater."
"217","I need to talk to you. I'll be waiting for you in a back 
alley of Akihabara."
"300","Now underway at the Paradise Colosseum! Who is the 
strongest Digimon?! Will we have a triple champion?!"
"500","The maintenance on the elevator at the back of 
the In-Between Theater is now complete. 
Would you follow me, please?"
"920","There're a bunch of slimy Digimon! Try not to get
covered in their goo and poop! If you can escape
from them until the end, you win!"
"921","They're so cool, and so ferocious! I've assembled 
the Digimon I love! If you can survive until the end, 
you win!"
"922","The ocean is full of mystery! A completely different 
ecosystem from that on land! Truly fascinating! If you 
can survive until the end, you win!"
"923","Beware of the scorching flames that burn everything 
they contact! A single touch will burn you to ashes
instantly! If you can escape from them until the end, 
you win!"
"930","Can you keep up with Lalamon, who was tuned up 
by me? If you can reach the goal faster than Lalamon, 
you win!"
"931","Can you keep up with Witchmon, who was tuned up 
by me? If you can reach the goal faster than Witchmon, 
you win!"
"932","Can you keep up with Wingdramon, who was tuned 
up by me? If you can reach the goal faster than 
Wingdramon, you win!"
"933","Can you keep up with MagnaGarurumon, who was 
tuned up by me? If you can reach the goal faster than 
MagnaGarurumon, you win!"
"945","The concept is samurai and ninja! You must defeat the 
boss at the far end within the time limit! Here's a hint
about the boss: It's a kamaitachi master!"
"946","The concept is arctic paradise! You must defeat the 
boss at the far end within the time limit! Here's a hint
about the boss: It has sharp horns made of mithril."
"947","The concept is dinoland! You must defeat the boss at 
the far end within the time limit! Here's a hint about
the boss: Its strong jaws will chew through even the 
hardest armor."
"948","The concept is insect mania! You must defeat the boss 
at the far end within the time limit! Here's a hint about
the boss: It's the Monarch of the Insects living in the 
dark forest."
"950","Protect the finest giant Digimeat as Digimon come after 
it! Flying Digimon are easy to miss, so be careful! The
game is cleared when all Digimon are defeated!"
"951","Protect the finest giant Digimeat as Digimon come after 
it! Watch out for bad-tempered Digimon that will aim 
for you. The game is cleared when all Digimon are 
defeated!"
"952","Protect the finest giant Digimeat as Digimon come after 
it! Look out for SkullMammothmon because it's slow 
but sturdy. The game is cleared when all Digimon are 
defeated!"
"953","Protect the finest giant Digimeat as Digimon come 
after it! Beware of the sudden acceleration of flying 
Digimon. The game is cleared when all Digimon are 
defeated!"
"960","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"961","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"962","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"963","You are facing a mighty Digimon, one worthy of being 
called the strongest of them all. Show me the best of 
the abilities you have gained throughout your journey."
"970","An Outer Dungeon with big EXP rewards has appeared!
Fight in accordance with your combat ability and raise
even more powerful Digimon! You can come and go as
you please, so fight to your heart's content!"
"971","An Outer Dungeon with big YEN rewards has appeared!
Fight in accordance with your combat ability and raise
even more powerful Digimon! You can come and go as
you please, so fight to your heart's content!"
"972","An Outer Dungeon with big material rewards has
appeared! Fight in accordance with your combat ability
and raise even more powerful Digimon! You can come
and go as you please, so fight to your heart's content! "
"980","Can you beat Member Numbers 43 through 56 from my 
Ultimate Collection? You'd better not underestimate 
them! You win if you can beat any three of them on 
any route."
"981","Can you beat Member Numbers 29 through 42 from my 
Ultimate Collection? These guys are not one-trick 
ponies. You win if you can beat any three of them on 
any route."
"982","Can you beat Member Numbers 15 through 28 from my 
Ultimate Collection? I'm warning you! Their power is 
extraordinary. You win if you can beat any three of 
them on any route."
"983","Can you beat Member Numbers 1 through 14 from my 
Ultimate Collection? I bet you won't be able to stand 
up against their strength. You win if you can beat any 
three of them on any route."
