key,text
"332","Synthesis material for farm items.
Rarity: ★★"
"333","Synthesis material for farm items.
Rarity: ★★★"
"341","Synthesis material for farm items.
Rarity: ★"
"342","Synthesis material for farm items.
Rarity: ★★"
"343","Synthesis material for farm items.
Rarity: ★★★"
"351","Synthesis material for farm items.
Rarity: ★"
"352","Synthesis material for farm items.
Rarity: ★★"
"353","Synthesis material for farm items.
Rarity: ★★★"
"354","A highly precious and mysterious egg."
"361","A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"362","A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"363","A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"364","A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"365","A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"366","A token of Ceresmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"367","A token of Marsmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"368","A token of Junomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"369","A token of Plutomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"370","A token of Apollomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"371","A token of Dianamon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"372","A token of Minervamon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"373","A token of Jupitermon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"501","Increases EXP gained for Fire-element Digimon
/Farm item"
"502","Increases EXP gained for Water-element Digimon
/Farm item"
"503","Increases EXP gained for Plant-element Digimon
/Farm item"
"504","Increases EXP gained for Earth-element Digimon
/Farm item"
"505","Increases EXP gained for Electricity-element Digimon
/Farm item"
"506","Increases EXP gained for Wind-element Digimon
/Farm item"
"507","Increases EXP gained for Light-element Digimon
/Farm item"
"508","Increases EXP gained for Dark-element Digimon
/Farm item"
"509","Increases EXP gained for Null-element Digimon
/Farm item"
"520","Item description text 01
/Farm item"
"521","Item description text 02
/Farm item"
"522","Item description text 03
/Farm item"
"523","Item description text 04
/Farm item"
"524","Item description text 05
/Farm item"
"525","Item description text 06
/Farm item"
"526","Item description text 07
/Farm item"
"527","Item description text 08
/Farm item"
"528","Item description text 09
/Farm item"
"529","Item description text 10
/Farm item"
"530","Item description text 11
/Farm item"
"531","Item description text 12
/Farm item"
"532","Item description text 13
/Farm item"
"533","Item description text 14
/Farm item"
"534","Item description text 15
/Farm item"
"535","Increases max SP value greatly when enhanced through training
/Farm item"
"536","Increases ATK value greatly when enhanced through training
/Farm item"
"537","Increases DEF value greatly when enhanced through training
/Farm item"
"538","Increases INT value greatly when enhanced through training
/Farm item"
"539","Increases SPD value greatly when enhanced through training
/Farm item"
"701","Key item 1 description"
"702","Key item 2 description"
"703","Key item 3 description"
"704","Key item 4 description"
"705","Key item 5 description"
"706","Key item 6 description"
"707","Key item 7 description"
"708","Key item 8 description"
"709","Key item 9 description"
"710","Key item 10 description"
"711","Key item 11 description"
"712","Key item 12 description"
"713","Key item 13 description"
"714","Key item 14 description"
"715","Key item 15 description"
"716","Key item 16 description"
"717","Key item 17 description"
"718","Key item 18 description"
"719","Key item 19 description"
"720","Key item 20 description"
"721",""
"723","Equip on Aegiomon to begin battles as Aegiochusmon.
Boosts CRT damage by 20%."
"724","Equip on Aegiomon to begin battles as Aegiochusmon: Green.
Boosts effects of HP recovery by 50% when in battle."
"725","Equip on Aegiomon to begin battles as Aegiochusmon: Blue.
Consumes double the SP to deal 1.5x damage."
"726","Equip on Aegiomon to begin battles as Aegiochusmon: Holy.
Recovers SP equal to 5% of magic damage taken."
"727","A depleted battery.
The standard type commonly found in the factory."
"728","A type of seaweed often called the ""medicinal herb of the sea.""
Can be used as a salve."
"729","A large shell received from Shellmon.
Used for summoning Whamon."
"730","A precious gift from Kamemon.
Can be used as a medicinal ingredient."
"731","Fruit from Karpos Hulē, a forest famed for producing the sweetest
fruit in the Digital World."
"732","A ticket for Kokuwamon Park, good for everything from entry to
attractions and guidance from Guardromon!"
"733","A lifetime passport ticket for everything in Kokuwamon Park.
An endless world of fun awaits!"
"734","A special repair tool for the electromagnetic net generator."
"750","A fuse used in the Digital World.
Use it to fix Kokuwamon."
"759","A small bottle from MarineAngemon, adorned with fancy hearts
and ribbons. The cap is surprisingly secure, and no liquid would
ever leak out."
"760","Suit Material description."
"761","Devidramon Venom description."
"762","A ring handmade by Neptunemon. It is made of a hard metal native
to the ocean floor and features a stone of Blue Chrondigizoit Metal."
"763","A medicine that is the culmination of Venusmon's research. Its
strong recovery effect sometimes even promotes growth. Its
ingredients are difficult to collect, and it cannot be mass-produced."
"764","Cell Key description."
"765","A feather that fell off of Parrotmon.
This battered plume conjures up images of fierce battles."
"766","A keycard that opens the doors of the factory."
"767","Precious jewelry that is one of PlatinumNumemon's most splendid
accessories. It carries this jewelry inside its own body with great
care."
"768","A common aquatic plant that is often found in the sea."
"769","A somewhat uncommon aquatic plant. Rumor has it that finding
this plant may bring good luck with love."
"770","A somewhat uncommon aquatic plant. Rumor has it that finding
this plant may bring good luck with money."
"771","A rare aquatic plant that reacts to the quality of water. Originally
blue, it turns purple when the quality of the surrounding water
deteriorates."
"772","Melodious Melon description."
"773","A fruit long rumored to energize those who eat it. No evidence to
support these claims of medicinal proprties exists, but some
say its effects are subjective."
"774","The smelted product of Chrondigizoit ore obtained from mining."
"775","Trash description."
"776",""
"777","Gun Parts description."
"778","Motorcycle Parts description."
"779","An industrial cooler for powerful space cooling.
It can withstand harsh environments such as blast furnaces."
"780","Heats a space with warm air. Although it's a slightly older model,
it boasts one of the best heating capabilities for home use."
"781","A large amount of mixed metals of varying composition.
It is strong and can be used as a material as is."
"782","Parts from the elbow to the fingertips of some action figure.
The fingers are shaped as though they are picking something up,
and, if you look closely, there are snack crumbs stuck to them."
"783","Action Figure Receipt description."
"784","An action figure with fully movable joints. All the typical poses
from the Sayori the Cutie Magician series can be reproduced."
"785","Vulcanusmon's Fanzine description."
"786",""
"787",""
"788","Stolen Part description."
"789","A scarf received as a keepsake from Neptunemon."
"790","A bottle of wine received as a keepsake from Venusmon."
"791","An odd variety of seed that gives off heat."
"792","An odd variety of seed that gives off a chill."
"793","A storage device containing a recovery supervisor ID."
"794","A laboratory ID received from Dr. Simmons."
"795","A special battery devised by Vulcanusmon."
"796","A special battery devised by Vulcanusmon."
"797","An item dropped by something that resembles Hiroko."
"798","An item dropped by Etemon."
"799","An item dropped by Kuramon."
"800","A rare Jogmon card with nothing on it.
Something may happen if you give it to someone familiar with
cards."
"801","Costume.
The regular outfit."
"802","Costume.
An outfit with a plain white T-shirt."
"803","Costume.
An outfit with a white and turquoise blue T-shirt."
"804","Costume.
An outfit with a T-shirt sporting pixel art."
"805","Costume.
The school uniform for Inori and Hiroko's school."
"806","Costume.
The uniform worn by public safety officers."
"807","Costume.
An outfit with a T-shirt sporting pixel art."
"808","Costume.
An outfit with a T-shirt sporting pixel art."
"809","Costume.
An outfit with a T-shirt sporting pixel art."
"810","Costume.
An outfit with a T-shirt sporting pixel art."
"811","Costume.
An outfit with a T-shirt sporting pixel art."
"812","Costume.
An outfit with a T-shirt sporting pixel art."
"813","Costume.
An outfit with a T-shirt sporting pixel art."
"814","Costume.
An outfit with a T-shirt sporting a graphic print."
"815","Costume.
An outfit with a T-shirt sporting a graphic print."
"816","Costume.
An outfit with a T-shirt sporting a graphic print."
"817","Costume.
An outfit with a T-shirt sporting a graphic print."
"818","Costume.
An outfit with a T-shirt sporting a graphic print."
"819","Costume.
An outfit with a T-shirt sporting a graphic print."
"820","Costume.
An outfit with a T-shirt sporting a graphic print."
"821","Costume.
An outfit with a T-shirt sporting a graphic print."
"822","Costume.
An outfit with a T-shirt sporting a graphic print."
"823","Costume.
An outfit with a T-shirt sporting a graphic print."
"825","Costume.
A Digimon Adventure-inspired outfit."
"826","Costume.
An outfit styled around swimwear."
"827","Costume.
A Digimon-inspired costume."
"828","Costume.
An outfit with a T-shirt sporting a graphic print."
"829","Costume.
An outfit with a T-shirt sporting a graphic print."
"830","Costume.
An outfit with a T-shirt sporting a graphic print."
"831","Costume.
An outfit with a T-shirt sporting a graphic print."
"832","Costume.
An outfit with a T-shirt sporting a graphic print."
"833","Costume.
An outfit with a T-shirt sporting a graphic print."
"834","Costume.
An outfit with a T-shirt sporting a graphic print."
"901","A Digi-Egg engraved with the Crest of Courage."
"902","A Digi-Egg engraved with the Crest of Friendship."
"903","A Digi-Egg engraved with the Crest of Love."
"904","A Digi-Egg engraved with the Crest of Sincerity."
"905","A Digi-Egg engraved with the Crest of Knowledge."
"906","A Digi-Egg engraved with the Crest of Reliability."
"907","A Digi-Egg engraved with the Crest of Hope."
"908","A Digi-Egg engraved with the Crest of Light."
"909","A Digi-Egg engraved with the Crest of Miracles."
"910","A Digi-Egg engraved with the Crest of Destiny."
"911","A Digi-Egg engraved with the Crest of Kindness."
"912","A human spirit containing the spirit of the Fire Warrior, one of
the Ten Legendary Warriors."
"913","A beast spirit containing the spirit of the Fire Warrior, one of the
Ten Legendary Warriors."
"914","A human spirit containing the spirit of the Light Warrior, one of
the Ten Legendary Warriors."
"915","A beast spirit containing the spirit of the Light Warrior, one of the
Ten Legendary Warriors."
"916","Data of the holy sword possessed by Imperialdramon PM."
"1001","Boosts HP by 1
/Equipment"
"1002","HP boost 2
/Equipment"
"1003","HP boost 3
/Equipment"
"1004","Boosts SP by 1
/Equipment"
"1005","SP boost 2
/Equipment"
"1006","SP boost 3
/Equipment"
"1007","Boosts ATK by 1
/Equipment"
"1008","ATK boost 2
/Equipment"
"1009","ATK boost 3
/Equipment"
"1010","Boosts DEF by 1
/Equipment"
"1011","DEF boost 2
/Equipment"
"1012","DEF boost 3
/Equipment"
"1013","Boosts INT by 1
/Equipment"
"1014","INT boost 2
/Equipment"
"1015","INT boost 3
/Equipment"
"1016","Boosts SPI by 1
/Equipment"
"1017","SPI boost 2
/Equipment"
"1018","SPI boost 3
/Equipment"
"1019","Boosts SPD by 1
/Equipment"
"1020","SPD boost 2
/Equipment"
"1021","SPD boost 3
/Equipment"
"1022","ACU boost 1
/Equipment"
"1023","ACU boost 2
/Equipment"
"1024","Boosts EVA by 1
/Equipment"
"1025","EVA boost 2
/Equipment"
"1026","CRI boost 1
/Equipment"
"1027","CRI boost 2
/Equipment"
"1028","HP and SP boost 1
/Equipment"
"1029","HP and SP boost 2
/Equipment"
"1030","ATK and DEF boost 1
/Equipment"
"1031","ATK and DEF boost 2
/Equipment"
"1032","ATK and INT boost 1
/Equipment"
"1033","ATK and INT boost 2
/Equipment"
"1034","INT and SPI boost 1
/Equipment"
"1035","INT and SPI boost 2
/Equipment"
"1036","DEF and SPI boost 1
/Equipment"
"1037","DEF and SPI boost 2
/Equipment"
"1038","ACU and EVA boost 1
/Equipment"
"1039","ACU and EVA boost 2
/Equipment"
"1040","ATK and CRI boost 1
/Equipment"
"1041","ATK and CRI boost 2
/Equipment"
"1042","INT and CRI boost 1
/Equipment"
"1043","INT and CRI boost 2
/Equipment"
"1044","SP, ATK and INT boost 1
/Equipment"
"1045","SP, ATK and INT boost 2
/Equipment"
"1046","HP, DEF and SPI boost 1
/Equipment"
"1047","HP, DEF and SPI boost 2
/Equipment"
"1048","Fire damage reduction
/Equipment"
"1049","Fire damage reduction 2
/Equipment"
"1050","Water damage reduction
/Equipment"
"1051","Water damage reduction 2
/Equipment"
"1052","Ice damage reduction
/Equipment"
"1053","Ice damage reduction 2
/Equipment"
"1054","Plant damage reduction
/Equipment"
"1055","Plant damage reduction 2
/Equipment"
"1056","Reduces damage from Electricity attacks
/Equipment"
"1057","Electricity damage reduction 2
/Equipment"
"1058","Earth damage reduction
/Equipment"
"1059","Earth damage reduction 2
/Equipment"
"1060","Steel damage reduction
/Equipment"
"1061","Steel damage reduction 2
/Equipment"
"1062","Wind damage reduction
/Equipment"
"1063","Wind damage reduction 2
/Equipment"
"1064","Light damage reduction
/Equipment"
"1065","Light damage reduction 2
/Equipment"
"1066","Dark damage reduction
/Equipment"
"1067","Dark damage reduction 2
/Equipment"
"1068","Null damage reduction
/Equipment"
"1069","Null damage reduction 2
/Equipment"
"1070","Boosts {is28}{image(ui_icon_skill_001)} Fire & {is28}{image(ui_icon_skill_003)} Plant resistance."
"1071","Boosts {is28}{image(ui_icon_skill_004)} Water & {is28}{image(ui_icon_skill_002)} Ice resistance."
"1072","Boosts {is28}{image(ui_icon_skill_005)} Electricity & {is28}{image(ui_icon_skill_007)} Wind Resistance."
"1073","Boosts {is28}{image(ui_icon_skill_008)} Earth & {is28}{image(ui_icon_skill_006)} Steel Resistance."
"1074","Boosts {is28}{image(ui_icon_skill_009)} Light & {is28}{image(ui_icon_skill_010)} Dark resistance."
"1075","Fire damage boost and element skill SP cost reduction
/Equipment"
"1076","Water damage boost and element skill SP cost reduction
/Equipment"
"1077","Ice damage boost and element skill SP cost reduction
/Equipment"
"1078","Plant damage boost and element skill SP cost reduction
/Equipment"
"1079","Electricity damage boost and element skill SP cost reduction
/Equipment"
"1080","Earth damage boost and element skill SP cost reduction
/Equipment"
"1081","Steel damage boost and element skill SP cost reduction
/Equipment"
"1082","Wind damage boost and element skill SP cost reduction
/Equipment"
"1083","Light damage boost and element skill SP cost reduction
/Equipment"
"1084","Dark damage boost and element skill SP cost reduction
/Equipment"
"1085","Null damage boost and element skill SP cost reduction
/Equipment"
"1086","Fire and Plant damage boost and element skill SP cost reduction
/Equipment"
"1087","Water and Ice damage boost and element skill SP cost reduction
/Equipment"
"1088","Electricity and Wind damage boost and element skill SP cost reduction
/Equipment"
"1089","Steel and Earth damage boost and element skill SP cost reduction
/Equipment"
"1090","Light and Dark damage boost and element skill SP cost reduction
/Equipment"
"1091","Nullifies {is28}{image(ui_icon_btlStatus_000)} Poison."
"1092","Nullifies {is28}{image(ui_icon_btlStatus_002)} Confusion."
"1093","Nullifies {is28}{image(ui_icon_btlStatus_003)} Paralysis."
"1094","Nullifies {is28}{image(ui_icon_btlStatus_004)} Sleep."
"1095","Nullifies crystallization
/Equipment"
"1096","Nullifies reversed
/Equipment"
"1097","Nullifies instant death
/Equipment"
"1098","Nullifies stat debuffs."
"1099","Nullifies all status abnormalities."
"1100",""
"1101","Boosts EXP gained for the wearer
/Equipment"
"1102","Boosts Bond Points gained for the wearer
/Equipment"
"1103","Boosts item drop rate (stackable by number of wearers)
/Equipment"
"1104","Boosts amount of money obtained (stackable by number of wearers)
/Equipment"
"1105","Recovers HP at the start of the wearer's turn
/Equipment"
"1106","Recovers SP at the start of the wearer's turn
/Equipment"
"1107","Recovers HP at end of battle
/Equipment"
"1108","Recovers SP at end of battle
/Equipment"
"1109","Boosts effect when recovering HP in battle
/Equipment"
"1110","Boosts effect when recovering SP in battle
/Equipment"
"1111","Enhances damage reduction rate when guarding
/Equipment"
"1112","Boosts chance of not taking damage when guarding
/Equipment"
"1113","Drains HP when attacking
/Equipment"
"1114","Drains SP when attacking
/Equipment"
"1115","Adds poison to attack
/Equipment"
"1116","Adds confusion to attack
/Equipment"
"1117","Adds paralysis to attack
/Equipment"
"1118","Adds sleep to attack
/Equipment"
"1119","Adds crystallization to attack
/Equipment"
"1120","Adds magic to attack *Can't stack multiple pieces of equipment that change attack type
/Equipment"
"1121","Adds SPD to attack *Can't stack multiple pieces of equipment that change attack type
/Equipment"
"1122","Boosts chance of attacks hitting twice
/Equipment"
"1123","SP cost reduction 1
/Equipment"
"1124","SP cost reduction 2
/Equipment"
"1125","Increases SP cost but increases skill damage
/Equipment"
"1126","Consumes SP to reduce all damage *No effect when not enough SP
/Equipment"
"1127","Nullifies order-of-action changes caused by attacks
/Equipment"
"1128","Converts physical damage taken to SP
/Equipment"
"1129","Converts magic damage taken to SP
/Equipment"
"1130","Nullifies any damage below a certain percentage of max HP
/Equipment"
"1131","Boosts critical damage multiplier
/Equipment"
"1132","Boosts damage to breaking targets
/Equipment"
"1133","Boosts weak point damage multiplier
/Equipment"
"1134","Enhances Cross Art power (stackable by number of wearers)
/Equipment"
"1135","Enhances Attack Rush power (stackable by number of wearers)
/Equipment"
"1136","Increases Rush Gauge default value (stackable by number of wearers)
/Equipment"
"1137","Enhances all effects while breaking
/Equipment"
"1138","Reduces damage from Data type
/Equipment"
"1139","Reduces damage from Virus type
/Equipment"
"1140","Reduces damage from Vaccine type
/Equipment"
"1141","Reduces damage from Free type
/Equipment"
"1142","Reduces damage from Variable type
/Equipment"
"1143","Reduces damage from {is28}{image(ui_icon_type_040)} Virus-attribute Digimon by 30%."
"1144","Nullifies stat debuffs.
Attacking deals magic damage."
"1145","INT +300. Spirit +300.
Recovers SP equal to 5% of physical damage taken."
"1151","SPD +300.
Nullifies {is28}{image(ui_icon_btlStatus_000)} Poison & {is28}{image(ui_icon_btlStatus_005)} Deadly Poison.
Boosts {is28}{image(ui_icon_skill_007)} Wind resistance."
"1152","CRT Rate +20%.
Nullifies {is28}{image(ui_icon_btlStatus_000)} Poison & {is28}{image(ui_icon_btlStatus_005)} Deadly Poison.
Boosts {is28}{image(ui_icon_skill_006)} Steel resistance."
"1153","ATK +300.
Nullifies {is28}{image(ui_icon_btlStatus_003)} Paralysis & {is28}{image(ui_icon_btlStatus_008)} Immobilization.
Boosts {is28}{image(ui_icon_skill_004)} Water resistance."
"1154","Max HP +1000.
Nullifies {is28}{image(ui_icon_btlStatus_002)} Confusion & {is28}{image(ui_icon_btlStatus_007)} Chaos.
Boosts {is28}{image(ui_icon_skill_000)} Null resistance."
"1155","EVA +20%.
Nullifies {is28}{image(ui_icon_btlStatus_010)} Crystallization.
Boosts {is28}{image(ui_icon_skill_004)} Water resistance."
"1156","DEF +300.
Nullifies {is28}{image(ui_icon_btlStatus_000)} Poison & {is28}{image(ui_icon_btlStatus_005)} Deadly Poison.
Boosts {is28}{image(ui_icon_skill_003)} Plant resistance."
"1157","ACU +20%.
Nullifies Instant Death.
Boosts {is28}{image(ui_icon_skill_001)} Fire resistance."
"1158","INT +300.
Nullifies stat debuffs.
Boosts {is28}{image(ui_icon_skill_009)} Light resistance."
"1159","SPI +300.
Nullifies Instant Death.
Boosts {is28}{image(ui_icon_skill_010)} Dark resistance."
"1160","ATK +300.
Nullifies {is28}{image(ui_icon_btlStatus_003)} Paralysis & {is28}{image(ui_icon_btlStatus_008)} Immobilization.
Boosts {is28}{image(ui_icon_skill_001)} Fire resistance."
"1161","Max SP +500.
Nullifies {is28}{image(ui_icon_btlStatus_004)} Sleep & {is28}{image(ui_icon_btlStatus_009)} Deep Slumber.
Boosts {is28}{image(ui_icon_skill_002)} Ice resistance."
"1162","Max HP +1000.
Nullifies {is28}{image(ui_icon_btlStatus_002)} Confusion & {is28}{image(ui_icon_btlStatus_007)} Chaos.
Boosts {is28}{image(ui_icon_skill_008)} Earth resistance."
"1163","CRT Rate +20%.
Nullifies {is28}{image(ui_icon_btlStatus_010)} Crystallization.
Boosts {is28}{image(ui_icon_skill_005)} Electricity resistance."
"1171","Nullifies {is28}{image(ui_icon_btlStatus_000)} Poison & {is28}{image(ui_icon_btlStatus_005)} Deadly Poison."
"1172","Nullifies {is28}{image(ui_icon_btlStatus_002)} Confusion & {is28}{image(ui_icon_btlStatus_007)} Chaos."
"1173","Nullifies {is28}{image(ui_icon_btlStatus_003)} Paralysis & {is28}{image(ui_icon_btlStatus_008)} Immobilization."
"1174","Nullifies {is28}{image(ui_icon_btlStatus_004)} Sleep & {is28}{image(ui_icon_btlStatus_009)} Deep Slumber."
"10001","A card with a Digimon printed on it."
"10002","A card with a Digimon printed on it."
"10003","A card with a Digimon printed on it."
"10004","A card with a Digimon printed on it."
"10005","A card with a Digimon printed on it."
"10006","A card with a Digimon printed on it."
"10009","A card with a Digimon printed on it."
"10010","A card with a Digimon printed on it."
"10011","A card with a Digimon printed on it."
"10012","A card with a Digimon printed on it."
"10013","A card with a Digimon printed on it."
"10014","A card with a Digimon printed on it."
"10015","A card with a Digimon printed on it."
"10016","A card with a Digimon printed on it."
"10017","A card with a Digimon printed on it."
"10019","A card with a Digimon printed on it."
"10020","A card with a Digimon printed on it."
"10021","A card with a Digimon printed on it."
"10023","A card with a Digimon printed on it."
"10024","A card with a Digimon printed on it."
"10025","A card with a Digimon printed on it."
"10026","A card with a Digimon printed on it."
"10027","A card with a Digimon printed on it."
"10028","A card with a Digimon printed on it."
"10030","A card with a Digimon printed on it."
"10031","A card with a Digimon printed on it."
"10032","A card with a Digimon printed on it."
"10033","A card with a Digimon printed on it."
"10034","A card with a Digimon printed on it."
"10035","A card with a Digimon printed on it."
"10036","A card with a Digimon printed on it."
"10037","A card with a Digimon printed on it."
"10038","A card with a Digimon printed on it."
"10039","A card with a Digimon printed on it."
"10040","A card with a Digimon printed on it."
"10041","A card with a Digimon printed on it."
"10042","A card with a Digimon printed on it."
"10043","A card with a Digimon printed on it."
"10044","A card with a Digimon printed on it."
"10045","A card with a Digimon printed on it."
"10046","A card with a Digimon printed on it."
"10047","A card with a Digimon printed on it."
"10048","A card with a Digimon printed on it."
"10049","A card with a Digimon printed on it."
"10050","A card with a Digimon printed on it."
"10051","A card with a Digimon printed on it."
"10052","A card with a Digimon printed on it."
"10053","A card with a Digimon printed on it."
"10054","A card with a Digimon printed on it."
"10055","A card with a Digimon printed on it."
"10056","A card with a Digimon printed on it."
"10057","A card with a Digimon printed on it."
"10058","A card with a Digimon printed on it."
"10059","A card with a Digimon printed on it."
"10060","A card with a Digimon printed on it."
"10061","A card with a Digimon printed on it."
"10068","A card with a Digimon printed on it."
"10069","A card with a Digimon printed on it."
"10070","A card with a Digimon printed on it."
"10071","A card with a Digimon printed on it."
"10072","A card with a Digimon printed on it."
"10073","A card with a Digimon printed on it."
"10074","A card with a Digimon printed on it."
"10075","A card with a Digimon printed on it."
"10076","A card with a Digimon printed on it."
"10077","A card with a Digimon printed on it."
"10078","A card with a Digimon printed on it."
"10079","A card with a Digimon printed on it."
"10080","A card with a Digimon printed on it."
"10081","A card with a Digimon printed on it."
"10082","A card with a Digimon printed on it."
"10083","A card with a Digimon printed on it."
"10084","A card with a Digimon printed on it."
"10085","A card with a Digimon printed on it."
"10086","A card with a Digimon printed on it."
"10087","A card with a Digimon printed on it."
"10088","A card with a Digimon printed on it."
"10090","A card with a Digimon printed on it."
"10091","A card with a Digimon printed on it."
"10092","A card with a Digimon printed on it."
