schema_file,structure_pattern,table,column_index,source_header,type,friendly_header,status,sample_csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,49,bool 49,bool,trait_flag_31,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,50,bool 50,bool,trait_flag_32,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,51,int32 51,int32,unk_int32_051,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,52,bool 52,bool,trait_flag_33,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,53,bool 53,bool,trait_flag_34,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,54,bool 54,bool,trait_flag_35,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,55,bool 55,bool,trait_flag_36,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,56,bool 56,bool,trait_flag_37,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,57,bool 57,bool,trait_flag_38,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,58,bool 58,bool,trait_flag_39,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,59,bool 59,bool,trait_flag_40,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,60,bool 60,bool,trait_flag_41,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,61,int32 61,int32,base_personality,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,62,int32 62,int32,unk_int32_062,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,63,int32 63,int32,unk_int32_063,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,64,int32 64,int32,base_hp,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,65,int32 65,int32,base_sp,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,66,int32 66,int32,base_atk,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,67,int32 67,int32,base_def,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,68,int32 68,int32,base_int,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,69,int32 69,int32,base_spi,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,70,int32 70,int32,base_spd,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,71,int32 71,int32,growth_pattern_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,72,int32 72,int32,signature_skill_01_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,73,empty 73,empty,signature_skill_01_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,74,int32 74,int32,signature_skill_01_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,75,int32 75,int32,signature_skill_02_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,76,empty 76,empty,signature_skill_02_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,77,int32 77,int32,signature_skill_02_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,78,int32 78,int32,signature_skill_03_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,79,empty 79,empty,signature_skill_03_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,80,int32 80,int32,signature_skill_03_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,81,int32 81,int32,signature_skill_04_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,82,empty 82,empty,signature_skill_04_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,83,int32 83,int32,signature_skill_04_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,84,int32 84,int32,signature_skill_05_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,85,empty 85,empty,signature_skill_05_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,86,int32 86,int32,signature_skill_05_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,87,int32 87,int32,signature_skill_06_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,88,empty 88,empty,signature_skill_06_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,89,int32 89,int32,signature_skill_06_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,90,int32 90,int32,signature_skill_07_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,91,empty 91,empty,signature_skill_07_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,92,int32 92,int32,signature_skill_07_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,93,int32 93,int32,signature_skill_08_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,94,empty 94,empty,signature_skill_08_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,95,int32 95,int32,signature_skill_08_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,96,int32 96,int32,signature_skill_09_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,97,empty 97,empty,signature_skill_09_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,98,int32 98,int32,signature_skill_09_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,99,int32 99,int32,signature_skill_10_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,100,empty 100,empty,signature_skill_10_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,101,int32 101,int32,signature_skill_10_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,102,int32 102,int32,signature_skill_11_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,103,empty 103,empty,signature_skill_11_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,104,int32 104,int32,signature_skill_11_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,105,int32 105,int32,signature_skill_12_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,106,empty 106,empty,signature_skill_12_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,107,int32 107,int32,signature_skill_12_slot,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,108,int32 108,int32,generic_skill_01_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,109,empty 109,empty,generic_skill_01_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,110,int32 110,int32,generic_skill_01_level,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,111,int32 111,int32,generic_skill_02_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,112,empty 112,empty,generic_skill_02_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,113,int32 113,int32,generic_skill_02_level,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,114,int32 114,int32,generic_skill_03_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,115,empty 115,empty,generic_skill_03_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,116,int32 116,int32,generic_skill_03_level,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,117,int32 117,int32,generic_skill_04_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,118,empty 118,empty,generic_skill_04_empty,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,119,int32 119,int32,generic_skill_04_level,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,120,int32 120,int32,unknown_after_generic_skills,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,121,int32 121,int32,model_type,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,122,int32 122,int32,animation_set,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,123,float 123,float,unknown_float_123,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,124,bool 124,bool,unknown_bool_124,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,125,bool 125,bool,unknown_bool_125,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,126,int32 126,int32,unk_int32_126,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,127,empty 127,empty,empty_127,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,128,int32 128,int32,unk_int32_128,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,129,int32 129,int32,unk_int32_129,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,130,int32 130,int32,unk_int32_130,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,131,int32 131,int32,field_guide_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,132,int32 132,int32,script_id,named,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,133,int32 133,int32,unk_int32_133,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,134,int32 134,int32,unk_int32_134,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
digimon_status.json,digimon_status(_dlc\d+)?\.mbe,digimon_status_data,135,int32 135,int32,unk_int32_135,unknown,New Extracted\patch.dx11\data\digimon_status.mbe\000_digimon_status_data.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,0,int32 0,int32,skill_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,1,empty 1,empty,empty_001,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,2,empty 2,empty,empty_002,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,3,empty 3,empty,empty_003,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,4,int32 4,int32,name_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,5,int32 5,int32,fixed_description_id,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,6,int32 6,int32,unk_int32_006,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,7,bool 7,bool,bool_007,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,8,bool 8,bool,bool_008,named,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
battle_skill.json,battle_skill(_dlc\d+)?\.mbe,battle_skill_list,9,int32 9,int32,unk_int32_009,unknown,New Extracted\patch.dx11\data\battle_skill.mbe\000_battle_skill_list.csv
