skill_id,empty_001,empty_002,empty_003,name_id,fixed_description_id,unk_int32_006,bool_007,bool_008,unk_int32_009,animation_id,unk_int32_011,effect_id,empty_013,unk_int32_014,empty_015,effect_group_id,empty_017,unk_int32_018,empty_019,unk_int32_020,unknown_021,damage_type,power,unk_int32_024,unk_int32_025,additional_property_1,additional_property,element,increased_damage_against_class,unused_030,unused_031,menu_icon,target_type,min_hits,max_hits,sp_cost,unknown_037,cp_cost,always_hits,accuracy,unknown_041,crit_rate,hp_drain,sp_drain,recoil,conditional_type,conditional_effect,conditional_empty,conditional_arg,conditional_effect_arg,conditional_empty_2,buff_set_01,buff_set_01_empty,buff_set_02,buff_set_02_empty,buff_set_03,buff_set_03_empty,buff_set_04,buff_set_04_empty,buff_set_05,buff_set_05_empty,empty_062,jogress_skill_id,jogress_partner_1,empty_065,jogress_partner_2,empty_067,unk_int32_068,empty_069,unk_int32_070,empty_071,skill_debug_name
24872,,,,24872,0,24872,true,true,30161,4,1,24872,,0,,12010,,0,,0,2,1,80,100,1,0,0,8,15,-1,-1,-1,5,1,1,200,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
24873,,,,24872,0,24873,true,false,0,4,1,24872,,0,,12010,,0,,0,2,1,135,100,1,0,3,8,15,-1,-1,-1,5,1,1,200,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
24881,,,,24881,0,24881,true,true,30131,3,1,24881,,0,,12007,,0,,0,2,1,95,100,1,0,0,5,14,-1,-1,-1,1,1,1,230,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
24882,,,,24882,0,24882,true,true,30011,4,1,24882,,0,,12003,,0,,0,2,1,90,100,1,0,0,1,19,-1,-1,-1,1,1,1,250,5,0,0,100,1,5,0,0,0,2,2,,0,0,,105000,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
24883,,,,24881,0,24883,true,false,0,3,1,24881,,0,,12007,,0,,0,2,1,150,100,1,0,0,5,14,-1,-1,-1,1,1,1,255,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,110100,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
27702,,,,27702,0,27702,true,false,0,2,1,12001,,0,,32141,,0,,1,5,0,0,100,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,100,0,0,0,0,0,0,0,,0,0,,0,,577021,,577022,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
27703,,,,27703,0,27703,true,false,0,16,4,12001,,0,,32131,,0,,1,5,0,0,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,,0,0,,0,,577031,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
27704,,,,27701,0,27704,true,false,0,3,1,27701,,0,,12003,,0,,0,2,1,210,100,1,0,0,1,7,-1,-1,-1,1,1,1,255,5,0,0,100,1,5,0,0,0,13,4,,0,0,,0,,0,,125020,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
27713,,,,27713,0,27713,true,false,0,2,1,12001,,0,,32011,,0,,1,5,0,0,100,0,0,0,-1,-1,-1,-1,-1,10,1,1,0,0,0,0,100,0,0,0,0,0,0,0,,0,0,,0,,577131,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
28621,,,,20881,0,28621,true,true,30011,3,1,20881,,0,,12003,,0,,0,2,1,80,100,1,0,0,1,24,-1,-1,-1,5,1,1,440,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
28622,,,,20882,0,28622,true,true,30101,4,1,20882,,0,,12004,,0,,0,2,1,100,100,1,0,0,2,13,-1,-1,-1,1,1,1,305,5,0,0,100,1,5,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,""
51001,,,,51001,-1,0,true,false,0,16,1,0,,0,,0,,0,,0,0,0,0,100,0,0,0,0,-1,-1,-1,-1,10,1,1,0,0,0,1,100,0,0,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,-1,,0,-1,,-1,,-1,,-1,,"battle_skill_idle"
