enemy_id,empty_001,base_digimon_id,empty_003,empty_004,enemy_param_id,empty_006,flag_007,flag_008,flag_009,level,unknown_011,unknown_float_012,unknown_float_013,name_key,unknown_015,unknown_016,hp,sp,attack,defense,intelligence,spirit,speed,unk_int32_024,unk_int32_025,unk_int32_026,unk_int32_027,unk_int32_028,unk_int32_029,unk_int32_030,empty_031,unk_int32_032,unk_int32_033,unk_int32_034,unk_int32_035,unk_int32_036,unk_int32_037,empty_038,unk_int32_039,unk_int32_040,empty_041,unk_int32_042,unk_int32_043
1701,,17,,,1701,,false,false,true,0,20,-1,0.05,"",0,0,3500,290,1100,500,230,380,260,40,60,170,40,170,40,130,,0,84,6,80,8,10017,,5,0,,0,15
1702,,17,,,1702,,false,true,false,0,20,-1,0.05,"",0,0,6000,290,2200,2030,230,990,280,40,60,170,40,170,40,130,,0,84,6,80,8,10017,,5,0,,0,15
1703,,17,,,1701,,false,true,false,0,20,-1,0.05,"",0,0,1640,290,530,260,230,160,260,40,60,130,60,130,60,130,,0,84,6,80,8,0,,0,0,,0,15
1901,,19,,,1901,,false,true,false,0,20,-1,0.05,"",0,0,3360,460,1870,620,420,500,950,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
2001,,20,,,2001,,false,true,false,0,20,-1,0.1,"",0,0,780,340,270,110,330,120,300,40,50,130,30,130,30,100,,0,12,2,40,2,10020,,5,0,,0,20
2002,,20,,,2002,,false,true,false,0,20,-1,0.1,"",0,0,1280,340,1230,610,560,620,600,40,50,130,30,130,30,100,,0,12,2,40,2,22128,,100,0,,0,0
2003,,20,,,2001,,false,true,false,0,20,-1,0.1,"",0,0,1280,340,1230,610,560,620,600,40,50,130,30,130,30,100,,0,12,2,40,2,10020,,5,0,,0,20
2101,,21,,,2101,,false,true,false,0,20,-1,0.05,"",0,0,12880,580,2810,2500,3580,2510,1570,50,80,210,50,210,50,160,,0,264,8,160,16,10021,,30,0,,0,0
2301,,23,,,2301,,false,true,false,0,20,-1,0.05,"",0,0,2060,590,1500,520,590,440,760,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
2401,,24,,,2401,,false,true,false,0,20,-1,0.05,"",0,0,2340,1470,280,310,1960,900,940,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
2501,,25,,,2501,,false,true,false,0,20,-1,0.05,"",0,0,1320,220,900,630,480,540,320,40,60,170,40,170,40,130,,0,84,6,80,8,22137,,100,0,,0,0
2601,,26,,,2601,,false,true,false,0,20,-1,0.05,"",0,0,2200,570,1320,320,600,400,970,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
2602,,26,,,2601,,false,true,false,0,20,-1,0.05,"",0,0,5200,570,4320,1820,3600,2400,1970,50,80,210,50,210,50,160,,0,264,8,160,16,10026,,30,0,,0,0
2701,,27,,,2701,,false,true,false,0,20,-1,0.05,"",0,0,3070,640,1460,720,840,590,900,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
2801,,28,,,2801,,false,true,false,0,20,-1,0.05,"",0,0,3610,500,890,1020,980,590,480,50,80,210,50,210,50,160,,0,264,8,160,16,22147,,100,0,,0,0
2802,,28,,,2801,,false,true,false,0,20,-1,0.05,"",0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0
3001,,30,,,3001,,false,true,false,0,20,-1,0.05,"",0,0,1910,360,1460,450,1330,630,750,40,60,170,40,170,40,130,,0,464,8,80,8,1172,,5,10030,,5,15
3002,,30,,,3001,,false,true,true,0,20,-1,0.05,"",0,0,1210,360,460,150,330,210,350,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
3101,,31,,,3101,,false,true,false,0,20,-1,0.05,"",0,0,2330,590,3590,2180,2790,2470,1020,50,80,210,50,210,50,160,,0,264,8,160,16,10031,,5,0,,0,10
3102,,31,,,3102,,false,true,false,0,20,-1,0.05,"",0,0,2330,590,1390,760,1090,970,1020,50,80,210,50,210,50,160,,0,264,8,160,16,22146,,100,0,,0,0
3103,,31,,,3103,,false,true,false,0,20,-1,0.05,"",0,0,3330,590,3590,2180,2790,2470,1020,50,80,210,50,210,50,160,,0,264,8,160,16,10031,,5,0,,0,10
3201,,32,,,3201,,false,true,false,0,20,-1,0.05,"",0,0,2520,860,1400,450,1680,660,870,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
3301,,33,,,3301,,false,true,false,0,20,-1,0.05,"",0,0,1650,590,980,780,790,580,510,50,80,210,50,210,50,160,,0,264,8,160,16,10033,,5,0,,0,10
3302,,33,,,3301,,false,true,true,0,20,-1,0.05,"",0,0,1650,590,980,780,790,580,510,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
3401,,34,,,3401,,false,true,false,0,20,-1,0.05,"",0,0,1970,1050,670,410,2180,720,1050,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
3402,,34,,,3401,,false,false,false,0,20,-1,0.05,"",0,0,16000,1050,3670,2210,4180,2720,1050,60,100,260,90,260,90,200,,0,6640,10,3200,64,0,,0,0,,0,5
3501,,35,,,3501,,false,true,false,0,20,-1,0.05,"",0,0,3210,760,3850,1520,2840,1480,1090,60,100,260,90,260,90,200,,0,664,10,320,32,22105,,100,0,,0,0
3502,,35,,,3501,,false,true,false,0,20,-1,0.05,"",0,0,3210,760,1850,520,840,480,1090,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,3
3601,,36,,,3601,,false,true,false,0,20,-1,0.05,"",0,0,16000,1000,440,530,2380,840,210,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
3701,,37,,,3701,,false,true,false,0,20,-1,0.05,"",0,0,3210,820,1350,760,1200,640,820,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
3801,,38,,,3801,,false,true,false,0,20,-1,0.05,"",0,0,2780,720,1400,480,1690,580,850,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
3901,,39,,,3901,,false,true,false,0,20,-1,0.05,"",0,0,2480,820,1030,500,1950,700,910,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
4001,,40,,,4001,,false,true,false,0,20,-1,0.05,"",0,0,4240,600,2440,900,900,730,1010,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
4101,,41,,,4101,,false,true,false,0,20,-1,0.05,"",0,0,1650,650,1140,840,1140,740,590,50,80,210,50,210,50,160,,0,264,8,160,16,22132,,100,0,,0,0
4201,,42,,,4201,,false,true,false,0,20,-1,0.1,"",0,0,730,270,290,170,310,170,310,30,50,120,20,120,20,100,,0,24,4,40,4,10042,,5,0,,0,20
4202,,42,,,4201,,false,true,false,0,20,-1,0.1,"",0,0,1730,270,2290,1170,2310,1170,1310,30,50,120,20,120,20,100,,0,24,4,40,4,10042,,5,0,,0,20
4203,,42,,,4202,,false,true,false,0,20,-1,0.1,"",0,0,2730,270,2290,3170,2310,1170,1310,30,50,120,20,120,20,100,,0,24,4,40,4,10042,,30,0,,0,0
4301,,43,,,4301,,false,true,false,0,20,-1,0.05,"",0,0,1100,610,420,200,570,310,230,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
4302,,43,,,4302,,false,true,false,0,20,-1,0.05,"",0,0,2500,610,530,200,620,430,250,40,60,170,40,170,40,130,,0,84,6,80,8,10043,,100,0,,0,15
4401,,44,,,4401,,false,true,false,0,20,-1,0.05,"",0,0,2550,710,1500,840,1060,770,560,50,80,210,50,210,50,160,,0,264,8,160,16,22116,,100,0,,0,0
4501,,45,,,4501,,false,true,false,0,20,-1,0.05,"",0,0,2340,1250,670,480,1760,890,850,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
4601,,46,,,4601,,false,true,false,0,20,-1,0.05,"",0,0,2340,1250,2070,640,710,430,870,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
4701,,47,,,4701,,false,true,false,0,20,-1,0.05,"",0,0,3050,730,2680,1140,1840,910,890,60,100,260,90,260,90,200,,0,1064,10,320,32,10047,,5,0,,0,5
4702,,47,,,4702,,false,true,false,0,20,-1,0.05,"",0,0,7800,730,4680,3570,3840,3510,2890,60,100,260,90,260,90,200,,0,664,10,320,32,10047,,5,0,,0,0
4703,,47,,,4701,,false,true,false,0,20,-1,0.05,"",0,0,5650,730,3180,1640,2340,1210,890,60,100,260,90,260,90,200,,0,1064,10,320,32,10047,,5,0,,0,5
4801,,48,,,4801,,false,true,true,0,20,-1,0.05,"",0,0,3210,600,1270,720,1330,720,790,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
4802,,48,,,4801,,false,true,false,0,20,-1,0.05,"",0,0,3210,600,3270,2220,3330,2220,1290,60,100,260,90,260,90,200,,0,664,10,320,32,10048,,30,0,,0,0
4901,,49,,,4901,,false,true,false,0,20,-1,0.05,"",0,0,3070,490,2460,1100,1580,810,880,60,100,260,90,260,90,200,,0,664,10,320,32,10049,,30,0,,0,0
5001,,50,,,5001,,false,true,false,0,20,-1,0.1,"",0,0,950,180,2990,1200,2640,1120,1240,30,50,120,20,120,20,100,,0,24,4,40,4,10050,,5,0,,0,0
5101,,51,,,5101,,false,true,false,0,20,-1,0.05,"",0,0,1140,460,410,240,440,240,360,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
5201,,52,,,5201,,false,true,false,0,20,-1,0.1,"",0,0,930,260,320,330,180,280,160,30,50,120,20,120,20,100,,0,24,6,40,4,10052,,5,0,,0,20
5202,,52,,,5202,,false,true,false,0,20,-1,0.1,"",0,0,310,260,660,460,540,360,160,0,50,100,50,100,50,100,,0,24,4,40,4,10052,,5,0,,0,0
5301,,53,,,5301,,false,true,false,0,20,-1,0.1,"",0,0,770,420,100,180,460,220,300,30,50,120,20,120,20,100,,0,24,4,40,4,1173,,5,10053,,5,20
5401,,54,,,5401,,false,true,false,0,20,-1,0.05,"",0,0,1700,390,1300,560,600,540,350,40,60,170,40,170,40,130,,0,84,6,80,8,10054,,5,0,,0,0
5501,,55,,,5501,,false,true,false,0,20,-1,0.1,"",0,0,315,220,400,130,250,120,280,0,50,120,20,120,20,100,,0,24,4,40,4,10055,,5,0,,0,0
5502,,55,,,5502,,false,true,false,0,20,-1,0.1,"",0,0,950,220,400,130,250,120,280,0,50,0,0,0,0,0,,0,250,0,40,4,30042,,100,0,,0,0
5601,,56,,,5601,,false,true,false,0,20,-1,0.1,"",0,0,1000,270,1250,750,1270,800,660,30,50,120,20,120,20,100,,0,24,4,40,4,22141,,100,0,,0,0
5602,,56,,,5601,,false,true,false,0,20,-1,0.1,"",0,0,1,270,250,150,270,160,220,0,50,120,20,120,20,100,,0,0,0,150,0,0,,0,0,,0,0
5701,,57,,,5701,,false,true,false,0,20,-1,0.05,"",0,0,2340,1020,3070,1550,3400,1640,900,60,100,260,90,260,90,200,,0,664,10,320,32,22115,,100,0,,0,0
5801,,58,,,5801,,false,true,false,0,20,-1,0.05,"",0,0,1430,480,160,410,640,590,240,40,60,170,40,170,40,130,,0,84,6,80,8,10058,,5,0,,0,15
5901,,59,,,5901,,false,true,false,0,20,-1,0.05,"",0,0,2210,450,2180,1060,860,780,680,50,80,210,50,210,50,160,,0,664,8,160,16,10059,,5,0,,0,10
5902,,59,,,5901,,false,true,false,0,20,-1,0.05,"",0,0,5220,450,2180,960,860,680,680,50,80,210,50,210,50,160,,0,264,8,160,16,10059,,5,0,,0,10
6001,,60,,,6001,,false,true,false,0,20,-1,0.05,"",0,0,2200,760,3240,1720,3010,1720,870,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
6002,,60,,,6001,,false,true,false,0,20,-1,0.05,"",0,0,2200,760,1240,720,1010,720,870,60,100,260,90,260,90,200,,0,0,0,0,0,0,,0,0,,0,0
6101,,61,,,6101,,false,true,false,0,20,-1,0.05,"",0,0,2610,580,860,460,1010,560,570,50,80,210,50,210,50,160,,0,564,8,160,16,10061,,5,0,,0,10
6102,,61,,,6102,,false,true,false,0,20,-1,0.05,"",0,0,2610,580,1860,1460,3010,2560,1570,150,80,160,80,160,80,160,,0,264,8,160,16,10061,,30,0,,0,0
6801,,68,,,6801,,false,true,false,0,20,-1,0.05,"",0,0,660,480,390,180,410,210,430,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
6901,,69,,,6902,,false,true,true,0,20,-1,0.05,"",0,0,1670,860,1060,2000,160,660,800,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
6902,,69,,,6901,,false,true,false,0,20,-1,0.05,"",0,0,300,860,1120,4000,1160,4000,800,0,100,260,0,260,0,200,,12,5000,0,50000,0,91,,60,0,,0,5
7001,,70,,,7001,,false,true,false,0,20,-1,0.05,"",0,0,1660,400,260,300,200,220,250,40,60,170,40,170,40,130,,0,42,3,80,4,1171,,5,0,,0,15
7002,,70,,,7002,,false,true,false,0,1,-1,0.05,"",0,0,1200,400,460,560,400,560,350,40,60,130,60,130,60,130,,0,83,0,80,8,10070,,5,0,,0,0
7101,,71,,,7101,,false,true,false,0,20,-1,0.05,"",0,0,2710,590,2320,1360,1430,1080,860,50,80,210,50,210,50,160,,0,664,8,160,16,1173,,5,10071,,5,10
7102,,71,,,7102,,false,true,false,0,20,-1,0.05,"",0,0,2610,590,3320,1460,2430,1380,860,50,80,210,50,210,50,160,,0,264,8,160,16,22114,,100,0,,0,0
7201,,72,,,7201,,false,true,false,0,20,-1,0.05,"",0,0,1320,260,520,260,260,210,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
7301,,73,,,7301,,false,true,false,0,20,-1,0.05,"",0,0,2060,890,680,780,1440,940,1010,50,80,210,50,210,50,160,,0,264,8,160,16,1174,,5,10073,,5,10
7401,,74,,,7401,,false,true,false,0,20,-1,0.05,"",0,0,2480,530,1090,320,720,420,1020,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
7501,,75,,,7502,,false,true,false,0,20,2.004,0.05,"",0,0,5560,960,4140,1460,3680,1320,1440,60,100,260,90,260,90,200,,17,50000,24,6400,160,0,,0,0,,0,5
7502,,75,,,7502,,false,true,true,0,20,-1,0.05,"",0,0,5560,960,3140,1460,2680,1320,990,60,100,200,100,200,100,200,,0,664,10,320,32,0,,0,0,,0,5
7601,,76,,,7601,,false,true,false,0,20,-1,0.05,"",0,0,1640,780,890,400,1160,510,830,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
7602,,76,,,7602,,false,true,false,0,20,-1,0.05,"",0,0,1640,780,890,400,1160,510,830,50,80,160,80,160,80,160,,0,264,8,160,16,0,,0,0,,0,10
7701,,77,,,7701,,false,true,false,0,20,1.5,0.05,"",0,0,770,570,490,400,610,420,460,40,60,170,40,170,40,130,,0,84,6,80,8,10077,,5,0,,0,0
7801,,78,,,7801,,false,true,false,0,20,-1,0.05,"",0,0,1320,340,520,220,250,190,350,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
7901,,79,,,7901,,false,true,false,0,20,-1,0.05,"",0,0,2780,890,1840,1100,1360,1100,680,50,80,210,50,210,50,160,,0,264,8,160,16,10079,,5,0,,0,10
8001,,80,,,8001,,false,true,false,0,20,-1,0.05,"",0,0,2430,720,1400,520,1240,580,1370,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
8002,,80,,,8001,,false,true,false,0,20,-1,0.05,"",0,0,2430,720,1400,520,1240,580,1370,60,100,200,100,200,100,200,,0,664,10,320,32,0,,0,0,,0,5
8101,,81,,,8101,,false,true,false,0,20,-1,0.1,"",0,0,140,320,130,70,180,110,100,50,50,30,20,30,20,100,,0,3,5,10,5,82,,25,0,,0,0
8102,,81,,,8101,,false,true,false,0,20,-1,0.1,"",0,0,230,320,170,70,180,110,100,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,50
8103,,81,,,8101,,false,true,false,0,20,-1,0.1,"",0,0,350,320,170,70,180,110,120,30,50,120,20,120,20,100,,0,3,5,5,5,0,,0,0,,0,200
8201,,82,,,8201,,false,true,false,0,20,-1,0.05,"",0,0,1510,1000,660,230,1350,440,860,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
8301,,83,,,8301,,false,true,false,0,20,-1,0.05,"",0,0,1980,930,1130,410,1270,540,1140,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
8401,,84,,,8401,,false,true,false,0,20,-1,0.05,"",0,0,1380,780,2860,2000,3080,1890,1010,50,80,210,50,210,50,160,,0,264,8,160,16,10084,,30,0,,0,0
8501,,85,,,8501,,false,true,false,0,20,-1,0.05,"",0,0,1900,590,1970,520,2290,680,820,50,80,210,50,210,50,160,,0,464,8,264,16,10085,,5,0,,0,10
8502,,85,,,8501,,false,true,true,0,20,-1,0.05,"",0,0,2200,590,970,520,1290,680,620,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
8601,,86,,,8601,,false,true,false,0,20,-1,0.05,"",0,0,5050,930,3010,1680,3400,1750,2190,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
8701,,87,,,8701,,false,true,false,0,20,-1,0.05,"",0,0,1000,390,460,180,570,250,290,40,60,170,40,170,40,130,,0,84,6,80,8,10087,,5,0,,0,15
8702,,87,,,8702,,false,true,false,0,20,-1,0.05,"",0,0,1000,390,460,180,570,250,290,120,60,130,60,130,60,130,,0,84,6,80,8,0,,0,0,,0,15
8801,,88,,,8801,,false,true,false,0,20,-1,0.05,"",0,0,3450,790,1860,860,1510,750,1120,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
9001,,90,,,9001,,false,true,false,0,20,-1,0.1,"",0,0,1500,220,2500,1130,2140,100,1280,30,50,120,20,120,20,100,,0,24,4,40,4,10090,,5,0,,0,20
9002,,90,,,9002,,false,false,true,0,20,-1,0.1,"",0,0,2200,220,500,400,280,270,280,30,50,120,20,120,20,100,,0,24,4,40,4,0,,0,0,,0,0
9101,,91,,,9101,,false,true,false,0,20,-1,0.05,"",0,0,1210,340,520,120,290,140,430,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
9201,,92,,,9201,,false,true,false,0,20,-1,0.05,"",0,0,970,540,500,440,950,550,470,40,60,170,40,170,40,130,,0,84,6,80,8,22138,,100,0,,0,0
9202,,92,,,9201,,false,true,false,0,20,-1,0.05,"",0,0,970,540,200,140,650,250,370,40,60,170,40,170,40,130,,0,84,6,80,8,10092,,5,0,,0,3
9301,,93,,,9301,,false,true,false,0,20,-1,0.05,"",0,0,1110,390,490,160,550,240,280,40,60,170,40,170,40,130,,0,84,6,80,8,10093,,5,0,,0,15
9302,,93,,,9301,,false,true,true,0,20,-1,0.05,"",0,0,1110,390,490,160,550,240,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
9303,,93,,,9301,,false,true,false,0,20,-1,0.05,"",0,0,1110,390,490,160,550,240,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
9401,,94,,,9401,,false,true,false,0,20,-1,0.05,"",0,0,3800,760,1570,450,640,430,990,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
9501,,95,,,9501,,false,true,false,0,20,-1,0.05,"",0,0,2630,760,1350,480,980,500,1190,60,100,260,90,260,90,200,,0,664,10,320,32,0,,0,0,,0,5
9601,,96,,,9601,,false,true,false,0,20,-1,0.1,"",0,0,800,360,210,110,390,160,240,30,50,120,20,120,20,100,,0,4,1,10,1,0,,0,0,,0,20
9701,,97,,,9701,,false,true,false,0,20,-1,0.1,"",0,0,740,300,360,130,240,120,300,40,50,130,30,130,30,100,,0,12,2,20,2,0,,0,0,,0,20
9702,,97,,,9701,,false,true,false,0,20,-1,0.1,"",0,0,1240,300,900,730,840,720,800,40,50,130,30,130,30,100,,0,120,8,40,8,10097,,5,0,,0,20
9801,,98,,,9801,,false,true,false,0,20,-1,0.05,"",0,0,3460,560,3630,2550,3240,2550,750,60,100,260,90,260,90,200,,0,664,10,320,32,10098,,5,0,,0,5
10001,,100,,,10001,,false,true,false,0,20,-1,0.05,"",0,0,5500,200,1000,510,260,570,300,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
10002,,100,,,10002,,false,true,false,0,20,-1,0.05,"",0,0,5500,200,1000,510,260,570,300,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
10003,,100,,,10003,,false,false,true,0,20,-1,0,"",0,0,3780,200,3060,1760,2260,1580,1360,40,60,170,40,170,40,130,,0,400,0,80,8,0,,0,0,,0,0
10101,,101,,,10101,,false,true,false,0,20,-1,0.05,"",0,0,1780,720,550,500,1440,630,620,50,80,210,50,210,50,160,,0,264,8,160,16,10101,,5,0,,0,10
10102,,101,,,10102,,false,true,false,0,20,-1,0.05,"",0,0,1780,720,550,500,1440,630,620,50,80,210,50,210,50,160,,19,264,8,160,16,10101,,30,0,,0,0
10201,,102,,,10201,,false,true,false,0,20,-1,0.05,"",0,0,1230,300,440,190,320,200,360,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,15
10301,,103,,,10301,,false,true,false,0,20,-1,0.1,"",0,0,1220,220,450,320,230,240,220,30,50,120,20,120,20,100,,0,24,6,40,4,10103,,5,0,,0,20
10302,,103,,,10302,,false,true,false,0,20,-1,0.1,"",0,0,880,220,950,660,800,750,800,30,50,120,20,120,20,100,,0,24,6,40,4,10103,,5,0,,0,0
10401,,104,,,10401,,false,true,true,0,20,1.9,0.05,"",0,0,3720,1040,1590,820,1500,740,1170,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
10402,,104,,,10402,,false,true,false,0,20,-1,0.05,"",0,0,3720,1040,4590,2820,4500,2740,2170,60,100,260,90,260,90,200,,0,1364,12,350,35,22102,,100,0,,0,0
10403,,104,,,10403,,false,true,false,0,20,1.9,0.05,"",0,0,3720,1040,4590,2820,4500,2740,2170,60,100,260,90,260,90,200,,0,1364,12,350,35,10104,,30,0,,0,0
10501,,105,,,10501,,false,true,false,0,20,-1,0.05,"",0,0,3180,1030,1790,650,1680,650,1290,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
10601,,106,,,10601,,false,true,false,0,20,-1,0.05,"",0,0,4180,1000,4350,2610,3750,2630,1350,60,100,260,90,260,90,200,,0,1364,12,350,35,0,,0,0,,0,5
10602,,106,,,10602,,false,true,false,0,20,-1,0.05,"",0,0,4180,1000,3350,1610,2750,1630,1350,60,100,260,90,260,90,200,,0,1364,12,350,35,22103,,100,0,,0,0
10701,,107,,,10701,,false,true,false,0,20,-1,0.05,"",0,0,1600,860,690,350,1370,510,860,50,80,210,50,210,50,160,,0,264,8,160,16,10107,,5,0,,0,10
10702,,107,,,10701,,false,true,true,0,20,-1,0.05,"",0,0,1600,860,690,350,1370,510,860,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,10
